publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,total_cases,confirmed_deaths,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2018-10-06,2018-10-05,COD,North Kivu,Butembo,8,2,10,4,6,0,1,0,4,0,0,0,0,0,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,North Kivu,Mabalako,70,21,91,44,65,1,0,0,28,1,0,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,North Kivu,Masereka,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-06,2018-10-05,COD,Ituri,Tchomia,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6oct
2018-10-05,2018-10-04,COD,North Kivu,Beni,41,5,46,24,29,6,0,0,10,6,0,1,0,1,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Butembo,8,2,10,3,5,1,0,1,4,1,0,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Mabalako,70,21,91,44,65,4,0,0,28,4,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,Ituri,Mandima,9,2,11,1,3,2,0,0,3,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-05,2018-10-04,COD,Ituri,Tchomia,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5oct
2018-10-04,2018-10-03,COD,North Kivu,Beni,40,5,45,24,29,16,0,1,10,16,0,2,0,2,0,0,9,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Butembo,7,2,9,3,5,2,0,0,3,2,0,0,0,0,0,0,2,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Mabalako,70,21,91,44,65,1,0,0,28,1,0,1,0,1,0,0,-7,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,0,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-04,2018-10-03,COD,Ituri,Tchomia,2,0,2,1,1,4,0,0,0,4,0,0,0,0,0,0,3,https://us13.campaign-archive.com/?u=89e5755d2cca4840b1af93176&id=9363c70c25
2018-10-03,2018-10-02,COD,North Kivu,Beni,38,5,43,24,29,7,0,1,9,7,0,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Butembo,7,2,9,3,5,0,0,0,3,0,0,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Mabalako,69,21,90,44,65,8,0,0,28,8,0,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-03,2018-10-02,COD,Ituri,Tchomia,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3oct
2018-10-02,2018-10-01,COD,North Kivu,Beni,37,5,42,24,29,7,0,0,8,7,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Butembo,7,2,9,3,5,6,1,0,3,6,0,0,0,0,1,1,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Mabalako,69,21,90,44,65,2,0,0,28,2,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Musienene,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,North Kivu,Oicha,2,1,3,0,1,1,0,0,2,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-02,2018-10-01,COD,Ituri,Tchomia,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2oct
2018-10-01,2018-09-30,COD,North Kivu,Beni,37,5,42,24,29,4,1,0,8,4,0,1,0,1,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Butembo,7,2,9,2,4,2,0,0,3,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Mabalako,69,21,90,44,65,2,0,0,28,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-10-01,2018-09-30,COD,Ituri,Tchomia,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1oct
2018-09-30,2018-09-29,COD,North Kivu,Beni,36,5,41,23,28,5,2,0,8,5,0,1,1,2,1,2,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Butembo,7,2,9,2,4,1,0,0,3,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Mabalako,69,21,90,44,65,1,0,0,28,1,0,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Masereka,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,Ituri,Mandima,9,2,11,1,3,2,0,0,3,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-30,2018-09-29,COD,Ituri,Tchomia,2,0,2,1,1,3,0,0,0,3,0,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30sept
2018-09-29,2018-09-28,COD,North Kivu,Beni,35,4,39,22,26,6,0,0,8,6,0,1,0,1,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Butembo,7,2,9,2,4,2,0,0,3,2,0,1,0,1,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Mabalako,69,21,90,44,65,6,0,0,28,6,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Masereka,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-29,2018-09-28,COD,Ituri,Tchomia,2,0,2,1,1,7,0,0,0,7,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29sept
2018-09-28,2018-09-27,COD,North Kivu,Beni,34,4,38,22,26,4,1,0,8,4,0,1,0,1,1,1,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Butembo,6,2,8,2,4,1,0,2,3,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Mabalako,69,21,90,44,65,6,0,0,28,6,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-28,2018-09-27,COD,Ituri,Tchomia,2,0,2,1,1,4,0,0,0,4,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28sept
2018-09-27,2018-09-26,COD,North Kivu,Beni,33,4,37,21,25,2,0,2,8,2,0,3,0,3,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Butembo,6,2,8,2,4,2,0,0,1,2,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Goma,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Mabalako,69,21,90,44,65,3,0,0,28,3,0,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-27,2018-09-26,COD,Ituri,Tchomia,2,0,2,1,1,3,0,0,0,3,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27sept
2018-09-26,2018-09-25,COD,North Kivu,Beni,30,4,34,21,25,7,0,0,6,7,0,0,0,0,0,0,6,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Butembo,6,2,8,2,4,0,0,0,1,0,0,0,0,0,0,0,-3,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Mabalako,69,21,90,44,65,7,0,0,28,7,0,0,0,0,0,0,4,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,-2,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-26,2018-09-25,COD,Ituri,Tchomia,2,0,2,1,1,3,0,0,0,3,0,0,0,0,0,0,2,https://mailchi.mp/fe4b2f287c8d/ebola_kivu_26sept
2018-09-25,2018-09-24,COD,North Kivu,Beni,30,4,34,21,25,1,1,0,6,1,0,1,0,1,1,1,-2,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Butembo,6,2,8,2,4,3,0,0,1,3,0,0,0,0,0,0,2,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Mabalako,69,21,90,44,65,3,0,0,28,3,0,0,0,0,0,0,-1,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Masereka,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,-1,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,Ituri,Mandima,9,2,11,1,3,2,0,0,3,2,0,0,0,0,0,0,2,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-25,2018-09-24,COD,Ituri,Tchomia,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/13493f87482a/ebola_kivu_25sept
2018-09-24,2018-09-23,COD,North Kivu,Beni,29,4,33,20,24,3,0,0,6,3,0,0,0,0,0,0,-1,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Butembo,6,2,8,2,4,1,0,0,1,1,0,0,0,0,0,0,-1,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Mabalako,69,21,90,44,65,4,0,1,28,4,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Masereka,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,North Kivu,Oicha,2,1,3,0,1,1,0,0,2,1,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,Ituri,Komanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,0,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-24,2018-09-23,COD,Ituri,Tchomia,2,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,-1,https://mailchi.mp/efc69f724562/ebola_kivu_24sept
2018-09-23,2018-09-22,COD,North Kivu,Beni,29,4,33,20,24,4,0,0,6,4,0,1,0,1,0,0,0,https://mailchi.mp/ca153def9618/ebola_kivu_23sept
2018-09-23,2018-09-22,COD,North Kivu,Butembo,6,2,8,2,4,2,1,0,1,2,0,0,0,0,1,1,0,https://mailchi.mp/ca153def9618/ebola_kivu_23sept
2018-09-23,2018-09-22,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/ca153def9618/ebola_kivu_23sept
2018-09-23,2018-09-22,COD,North Kivu,Kalunguta,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/ca153def9618/ebola_kivu_23sept
